Sample_ID,Bioproject,Name_cn,Name,Whiteness Degree of Complete Grain (%),Whiteness Degree of Dead Grain (%),Amylose Content of Grain (%),Protein Content of Grain (%),Taste Score of Cooked Grain,Water Content of Grain,Awn Length (cm),Grain Length (mm),Grain Width (mm),Grain Thickness (mm),Grain Length Width Ratio (%),1000-Grain Weight (g),Flag Leaf Length (cm),Flag Leaf Width (cm),Leaf Blade Width (cm),Leaf Sheath Color,Leaf Rolling Index (%),Plant Height (cm),Panicle Length (cm),Culm Length (cm),Ligule Llength (mm),SPAD Value of Flag Leaf,Tiller Number per Plant (num),Blighted Grains per Plant (num),Blighted Grains per Panicle (num),Blighted Grains Weight per Plant (g),Filled Grains per Plant,Filled Grains per Panicle,Filled Grains Weight per Plant (g),Grain Number per Panicle (num),Seed Setting Rate (%),Grain Yield per Plant (g),Panicle Number per Plant (num),Number of Productive Panicle per Plant (num),Panicle Weight (g),Spikelet Number per Panicle (num),Panicle Weight per Plant (g),Yield per Plant (g),"Heading Date (50%, days)",Seedling Height (cm),Cd concentration,Treatment,Years,Region,Region_cn
SAMC071949,PRJCA000322,B4801F-MR5,B4801F-Mr5,,,,,,,,,,,,,38.8,1.4,,,,,,,,36.03,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071950,PRJCA000322,B6128-64-0-TB-TB-0-6-0-0,B6128-64-0-Tb-Tb-0-6-0-0,,,,,,,,,,,,,45.3,1.44,,,,,,,,37.86,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071951,PRJCA000322,B6136-3-TB-0-1-5,B6136-3-Tb-0-1-5,,,,,,,,,,,,,37.8,1.5,,,,,,,,38.93,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071952,PRJCA000322,B6144,B6144,,,,,,,,,,,,,38.4,2.06,,,,,,,,33.76,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071953,PRJCA000322,B6144F-MR-6,B6144F-Mr-6,,,,,,,,,,,,,40,2.04,,,,,,,,33.36,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071954,PRJCA000322,圭630,Gui630,,,,,,,,,,,,,28.5,1.76,,,,,,,,38.64,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071955,PRJCA000322,江恢151,JiangHui151,,,,,,,,,,,,,37.3,2,,,,,,,,35.49,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071956,PRJCA000322,宜恢1577B,YiHui1577B,,,,,,,,,,,,,35.3,2.42,,,,,,,,36.63,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071957,PRJCA000322,沪恢602,HuHui602,,,,,,,,,,,,,33.9,2.14,,,,,,,,41.78,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071958,PRJCA000322,乐恢188,LeHui188,,,,,,,,,,,,,38.3,2.42,,,,,,,,38.15,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071959,PRJCA000322,蜀恢881,ShuHui881,,,,,,,,,,,,,39.6,2.16,,,,,,,,39.99,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071960,PRJCA000322,蜀恢498,ShuHui498,,,,,,,,,,,,,44.3,2.54,,,,,,,,40.85,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071961,PRJCA000322,成恢177,ChengHui177,,,,,,,,,,,,,46.5,2.42,,,,,,,,40.93,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071962,PRJCA000322,成恢3203,ChengHui3203,,,,,,,,,,,,,41.5,2.34,,,,,,,,36.28,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071963,PRJCA000322,冈46B,Gang46B,,,,,,,,,,,,,35.54,2.04,,,,,,,,43.48,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071964,PRJCA000322,明恢63,Minghui 63,,,,,,,,,,,,,35.4,2.08,,,,,,,,36.95,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071965,PRJCA000322,D汕B,DShanB,,,,,,,,,,,,,35.48,1.76,,,,,,,,44.08,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071966,PRJCA000322,D62B,D62B,,,,,,,,,,,,,33.12,1.56,,,,,,,,40.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071967,PRJCA000322,川香29B,ChuanXiang29B,,,,,,,,,,,,,42.7,2.06,,,,,,,,40.09,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071968,PRJCA000322,D297B,D297B,,,,,,,,,,,,,25.32,1.48,,,,,,,,46.53,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071969,PRJCA000322,K17B,K17B,,,,,,,,,,,,,26.94,1.4,,,,,,,,42.09,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071970,PRJCA000322,辐74B,Fu74B,,,,,,,,,,,,,26.4,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071971,PRJCA000322,Ⅱ-32B,II-32B,,,,,,,,,,,,,38.9,1.86,,,,,,,,42.4,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071972,PRJCA000322,803B,803B,,,,,,,,,,,,,28.72,1.58,,,,,,,,40.51,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071973,PRJCA000322,宜香B,YiXiangB,,,,,,,,,,,,,32.1,1.76,,,,,,,,38.1,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071974,PRJCA000322,蓉18B,Rong18B,,,,,,,,,,,,,36.26,1.68,,,,,,,,41.54,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071975,PRJCA000322,CDR22,Cdr22,,,,,,,,,,,,,43.9,1.88,,,,,,,,32.75,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071976,PRJCA000322,绵恢725,MianHui725,,,,,,,,,,,,,34.8,2.04,,,,,,,,34.51,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071977,PRJCA000322,蜀恢527,ShuHui527,,,,,,,,,,,,,37.3,1.88,,,,,,,,39.68,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071978,PRJCA000322,蜀恢162,ShuHui162,,,,,,,,,,,,,32.22,1.7,,,,,,,,42.7,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071979,PRJCA000322,辐恢838,FuHui838,,,,,,,,,,,,,33,2,,,,,,,,38.88,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071980,PRJCA000322,沪恢17,HuHui17,,,,,,,,,,,,,36.4,2.18,,,,,,,,36.63,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071981,PRJCA000322,多系1号,DuoXi1Hao,,,,,,,,,,,,,30.3,2.06,,,,,,,,35.05,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071982,PRJCA000322,金23B,Jin23B,,,,,,,,,,,,,28.56,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071983,PRJCA000322,菲B,FeiB,,,,,,,,,,,,,38.02,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071984,PRJCA000322,内恢99-14,NeiHui99-14,,,,,,,,,,,,,37.3,2.12,,,,,,,,32.68,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071985,PRJCA000322,多系1号,DuoXi1Hao,,,,,,,,,,,,,32.1,2.02,,,,,,,,32.1,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071986,PRJCA000322,内多恢1号,NeiDuoHui1Hao,,,,,,,,,,,,,32.5,2.04,,,,,,,,34.3,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071987,PRJCA000322,多恢57,DuoHui57,,,,,,,,,,,,,36.6,1.74,,,,,,,,32.94,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071988,PRJCA000322,92-4(内江所),NeiHui92-4,,,,,,,,,,,,,34.9,1.92,,,,,,,,36.6,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071989,PRJCA000322,泸恢602,LuHui602,,,,,,,,,,,,,32.8,2.08,,,,,,,,39.81,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071990,PRJCA000322,泸恢926,LuHui926,,,,,,,,,,,,,33,1.96,,,,,,,,36.08,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071991,PRJCA000322,泸恢615,LuHui615,,,,,,,,,,,,,28.06,1.7,,,,,,,,33.18,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071992,PRJCA000322,泸恢17,LuHui17,,,,,,,,,,,,,26.1,1.72,,,,,,,,40.6,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071993,PRJCA000322,川R527,ChuanR527,,,,,,,,,,,,,30.9,1.78,,,,,,,,39.33,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071994,PRJCA000322,武金5B,WuJin5B,,,,,,,,,,,,,30.92,2.1,,,,,,,,39.16,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071995,PRJCA000322,川R838,ChuanR838,,,,,,,,,,,,,37.2,1.94,,,,,,,,36.16,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071996,PRJCA000322,蜀恢498,ShuHui498,,,,,,,,,,,,,36.7,2.2,,,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071997,PRJCA000322,成恢727,ChengHui727,,,,,,,,,,,,,35.7,2.04,,,,,,,,35.88,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071998,PRJCA000322,11CR240,11Cr240,,,,,,,,,,,,,35.4,2.12,,,,,,,,40.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC071999,PRJCA000322,R907,R907,,,,,,,,,,,,,38,2.3,,,,,,,,35.7,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072002,PRJCA000322,蜀恢881,ShuHui881,,,,,,,,,,,,,37.5,2.14,,,,,,,,34.95,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072003,PRJCA000322,R95-2(汪旭东),R95-2(WangXuDong),,,,,,,,,,,,,30.9,2.18,,,,,,,,32.93,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072004,PRJCA000322,CDR22,Cdr22,,,,,,,,,,,,,45.9,1.82,,,,,,,,32.88,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072005,PRJCA000322,鄂丰B,EFengB,,,,,,,,,,,,,34.24,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072006,PRJCA000322,R363,R363,,,,,,,,,,,,,37.8,2.1,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072007,PRJCA000322,R130,R130,,,,,,,,,,,,,36.2,2.14,,,,,,,,36.73,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072008,PRJCA000322,R122四川,R122(SiChuan),,,,,,,,,,,,,37,2.44,,,,,,,,32.93,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072010,PRJCA000322,云恢290,YunHui290,,,,,,,,,,,,,54.1,2.12,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072011,PRJCA000322,云恢72,YunHui72,,,,,,,,,,,,,29.74,2.02,,,,,,,,40.35,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072012,PRJCA000322,镇恢832,ZhenHui832,,,,,,,,,,,,,34.5,2.12,,,,,,,,38.03,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072013,PRJCA000322,扬稻6号无芒,YangDao6Hao(awnless),,,,,,,,,,,,,32.4,2.08,,,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072014,PRJCA000322,扬稻6号有芒,YangDao6Hao(awn),,,,,,,,,,,,,31.5,2.16,,,,,,,,37.56,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072015,PRJCA000322,9311M,9311M,,,,,,,,,,,,,35.6,2.18,,,,,,,,38.75,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072016,PRJCA000322,优IB,YouIb,,,,,,,,,,,,,42.72,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072017,PRJCA000322,扬稻8号,YangDao8Hao,,,,,,,,,,,,,36.3,2.08,,,,,,,,36.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072018,PRJCA000322,R167,R167,,,,,,,,,,,,,36.1,2.26,,,,,,,,35.31,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072019,PRJCA000322,RY1号,Ry1Hao,,,,,,,,,,,,,34.8,2.1,,,,,,,,35.34,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072020,PRJCA000322,香杂交稻父本,XiangZaJiaoDao-Male Parent,,,,,,,,,,,,,34.8,2.26,,,,,,,,34.38,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072021,PRJCA000322,丙414,Bing414,,,,,,,,,,,,,26.7,1.92,,,,,,,,37.25,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072022,PRJCA000322,诺608,Nuo608,,,,,,,,,,,,,46.9,2.46,,,,,,,,38.81,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072023,PRJCA000322,R1128,R1128,,,,,,,,,,,,,42.1,2.32,,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072024,PRJCA000322,R2012,R2012,,,,,,,,,,,,,49.3,2.5,,,,,,,,36.16,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072025,PRJCA000322,R9368,R9368,,,,,,,,,,,,,31.9,1.86,,,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072026,PRJCA000322,远恢2号,YuanHui2Hao,,,,,,,,,,,,,40.6,2.3,,,,,,,,32.01,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072027,PRJCA000322,中9B,Zhong9B,,,,,,,,,,,,,34.56,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072028,PRJCA000322,R900,R900,,,,,,,,,,,,,39.6,3.12,,,,,,,,36.98,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072029,PRJCA000322,R916(扬恢916),YangHui916,,,,,,,,,,,,,36.9,2.38,,,,,,,,35.93,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072030,PRJCA000322,扬恢120(9311M/扬稻8号),YangHui120,,,,,,,,,,,,,48.94,2.26,,,,,,,,37.45,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072031,PRJCA000322,R938,R938,,,,,,,,,,,,,29.9,2.04,,,,,,,,36.14,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072032,PRJCA000322,盐两优88父本,YanLiangYou88-Male Parent,,,,,,,,,,,,,33,2.16,,,,,,,,35.71,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072033,PRJCA000322,中江D208,ZhongJiangD208,,,,,,,,,,,,,31.5,2.22,,,,,,,,39.95,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072034,PRJCA000322,广两优66父本,GuangLiangYou66-Male Parent,,,,,,,,,,,,,34.5,2.26,,,,,,,,35.65,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072035,PRJCA000322,广两优476父本,R476,,,,,,,,,,,,,32.6,2.24,,,,,,,,39.15,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072036,PRJCA000322,R6326WH26,R6326Wh26,,,,,,,,,,,,,34.6,2.12,,,,,,,,37.01,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072037,PRJCA000322,培两优慈四父本,CiXuan4Hao,,,,,,,,,,,,,30.8,2.12,,,,,,,,40.33,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072038,PRJCA000322,中8B,Zhong8B,,,,,,,,,,,,,35.18,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072039,PRJCA000322,特青,TeQing,,,,,,,,,,,,,32.9,1.6,,,,,,,,42.26,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072040,PRJCA000322,温恢689,Wenhui689*,,,,,,,,,,,,,38.2,2.14,,,,,,,,32.39,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072041,PRJCA000322,焦点籼-恢复系,JiaoDianXian-Restorer*,,,,,,,,,,,,,41.7,2.52,,,,,,,,44.8,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072042,PRJCA000322,R108,R108,,,,,,,,,,,,,31.6,2.22,,,,,,,,37.75,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072043,PRJCA000322,R108(省院),R108*,,,,,,,,,,,,,36.3,2.36,,,,,,,,37.25,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072044,PRJCA000322,香恢4号,XiangHui4Hao,,,,,,,,,,,,,28.7,2.08,,,,,,,,37.96,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072045,PRJCA000322,香恢1号,XiangHui1Hao,,,,,,,,,,,,,37.2,2.3,,,,,,,,34.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072046,PRJCA000322,扬稻1号929-2,YangDao1Hao929-2,,,,,,,,,,,,,37.9,1.94,,,,,,,,37.18,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072047,PRJCA000322,扬稻2号,YangDao2Hao,,,,,,,,,,,,,39,1.92,,,,,,,,36.85,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072048,PRJCA000322,扬稻3号,YangDao3Hao,,,,,,,,,,,,,34.3,2.08,,,,,,,,41.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072049,PRJCA000322,9311B,9311B,,,,,,,,,,,,,26.4,2.1,,,,,,,,41.76,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072050,PRJCA000322,扬稻4号,YangDao4Hao,,,,,,,,,,,,,43.4,2.46,,,,,,,,37.86,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072051,PRJCA000322,盐籼3021,YanXian3021,,,,,,,,,,,,,40.2,2.2,,,,,,,,34.56,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072052,PRJCA000322,扬辐籼2号,YangFuXian2Hao,,,,,,,,,,,,,31.2,2.26,,,,,,,,43.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072053,PRJCA000322,南京11,NanJing11Hao,,,,,,,,,,,,,37.9,1.94,,,,,,,,42.33,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072054,PRJCA000322,无融合籼,WuRongHeXian,,,,,,,,,,,,,29.6,1.72,,,,,,,,40.34,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072055,PRJCA000322,谷梅4号,GuMei4Hao,,,,,,,,,,,,,37.2,1.88,,,,,,,,35.38,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072056,PRJCA000322,CBB23,Cbb23,,,,,,,,,,,,,27.4,1.76,,,,,,,,37.79,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072057,PRJCA000322,K89-B5,K89-B5,,,,,,,,,,,,,40.5,1.9,,,,,,,,35.84,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072058,PRJCA000322,罗标,LuoBiao,,,,,,,,,,,,,38,1.5,,,,,,,,36.14,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072059,PRJCA000322,桂朝2号,GuiChao2Hao,,,,,,,,,,,,,30.9,1.92,,,,,,,,35.75,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072060,PRJCA000322,K17B,K17B,,,,,,,,,,,,,34,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072061,PRJCA000322,奇妙香,QiMiaoXiang,,,,,,,,,,,,,37.3,1.82,,,,,,,,41.36,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072062,PRJCA000322,中健2号,ZhongJian2Hao,,,,,,,,,,,,,37.8,1.68,,,,,,,,35.78,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072063,PRJCA000322,胜泰1号,ShengTai1Hao,,,,,,,,,,,,,31.18,1.88,,,,,,,,40.3,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072064,PRJCA000322,农香18,NongXiang18,,,,,,,,,,,,,33.2,2.14,,,,,,,,41.64,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072065,PRJCA000322,江西丝苗,JiangXiSiMiao,,,,,,,,,,,,,32.5,2.04,,,,,,,,41.01,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072066,PRJCA000322,湘晚籼10号,XiangWanXian10Hao,,,,,,,,,,,,,32.9,1.7,,,,,,,,40.41,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072067,PRJCA000322,华润2号(湖南亚华引),HuaRun2Hao,,,,,,,,,,,,,35.4,2.04,,,,,,,,42.45,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072068,PRJCA000322,柳丰香占,LiuFengXiangZhan,,,,,,,,,,,,,27.3,1.64,,,,,,,,36.48,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072069,PRJCA000322,五山丝苗,WuShanSiMiao,,,,,,,,,,,,,38.5,1.98,,,,,,,,40.94,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072070,PRJCA000322,五山丝苗选,WuShanSiMiaoXuan,,,,,,,,,,,,,30.5,2.16,,,,,,,,36.34,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072071,PRJCA000322,泸香618B,LuXiang618B,,,,,,,,,,,,,36.64,2,,,,,,,,38.03,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072072,PRJCA000322,华粳籼74,HuaGengXian74,,,,,,,,,,,,,28.52,1.7,,,,,,,,40.08,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072073,PRJCA000322,广陆矮4号,GuangLuAi4Hao,,,,,,,,,,,,,36.8,2.04,,,,,,,,40.95,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072074,PRJCA000322,佳辐占,JiaFuZhan,,,,,,,,,,,,,33.2,1.82,,,,,,,,39.74,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072075,PRJCA000322,黄华占,HuangHuaZhan,,,,,,,,,,,,,36.4,1.76,,,,,,,,38.78,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072076,PRJCA000322,三黄占2号,SanHuangZhan2Hao,,,,,,,,,,,,,34.4,2.14,,,,,,,,41.51,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072077,PRJCA000322,广超123,GuangChao123,,,,,,,,,,,,,39.3,1.7,,,,,,,,37.4,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072078,PRJCA000322,粤晶丝苗2号,YueJingSiMiao2Hao,,,,,,,,,,,,,32.8,1.76,,,,,,,,41.46,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072079,PRJCA000322,粤抗1121,YueKang1121,,,,,,,,,,,,,39.9,1.96,,,,,,,,37.64,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072080,PRJCA000322,新1122,Xin1122,,,,,,,,,,,,,41.3,2.6,,,,,,,,39.84,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072081,PRJCA000322,R207,LuZhouZaoB,,,,,,,,,,,,,32.3,2.1,,,,,,,,35.19,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072082,PRJCA000322,泸州早B,R207,,,,,,,,,,,,,38.1,1.96,,,,,,,,37.01,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072083,PRJCA000322,广恢128,GuangHui128,,,,,,,,,,,,,35.4,1.54,,,,,,,,37.91,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072084,PRJCA000322,广恢998,GuangHui998,,,,,,,,,,,,,45.3,2.1,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072085,PRJCA000322,R6090,R6090,,,,,,,,,,,,,41.5,1.96,,,,,,,,36.51,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072086,PRJCA000322,岳R9113,YueR9113,,,,,,,,,,,,,24.3,2.2,,,,,,,,44.53,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072087,PRJCA000322,大密穗,DaMiSui,,,,,,,,,,,,,33.7,2.22,,,,,,,,35.73,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072088,PRJCA000322,泰香粳广亲和,TaiXiangGeng,,,,,,,,,,,,,50.7,2.3,,,,,,,,43.73,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072089,PRJCA000322,宁波粳恢迟,NingBoGengHuiChi,,,,,,,,,,,,,42.7,1.98,,,,,,,,44.74,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072090,PRJCA000322,N333宁波恢复系早,N333-Restorer,,,,,,,,,,,,,31.6,1.78,,,,,,,,41.04,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072091,PRJCA000322,2428,2428,,,,,,,,,,,,,29.7,1.72,,,,,,,,39.95,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072093,PRJCA000322,川谷B,ChuanGuB,,,,,,,,,,,,,48.1,2,,,,,,,,40.88,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072094,PRJCA000322,沪旱15,HuHan15,,,,,,,,,,,,,23.54,1.34,,,,,,,,54.9,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072095,PRJCA000322,旱稻10号,HanDao10Hao,,,,,,,,,,,,,27.5,2.04,,,,,,,,38.03,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072096,PRJCA000322,旱恢10号,HanHui10Hao,,,,,,,,,,,,,34.3,1.48,,,,,,,,43.09,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072097,PRJCA000322,巴西陆稻,BaXiLuDao,,,,,,,,,,,,,35.8,1.86,,,,,,,,41.31,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
SAMC072098,PRJCA000322,中旱221,ZhongHan221,,,,,,,,,,,,,34.7,1.86,,,,,,,,35.66,,,,,,,,,,,,,,,,,,,,,2016,Beijing,北京市
