Sample_ID,Bioproject,Name_cn,Name,Whiteness Degree of Complete Grain (%),Whiteness Degree of Dead Grain (%),Amylose Content of Grain (%),Protein Content of Grain (%),Taste Score of Cooked Grain,Water Content of Grain,Awn Length (cm),Grain Length (mm),Grain Width (mm),Grain Thickness (mm),Grain Length Width Ratio (%),1000-Grain Weight (g),Flag Leaf Length (cm),Flag Leaf Width (cm),Leaf Blade Width (cm),Leaf Sheath Color,Leaf Rolling Index (%),Plant Height (cm),Panicle Length (cm),Culm Length (cm),Ligule Llength (mm),SPAD Value of Flag Leaf,Tiller Number per Plant (num),Blighted Grains per Plant (num),Blighted Grains per Panicle (num),Blighted Grains Weight per Plant (g),Filled Grains per Plant,Filled Grains per Panicle,Filled Grains Weight per Plant (g),Grain Number per Panicle (num),Seed Setting Rate (%),Grain Yield per Plant (g),Panicle Number per Plant (num),Number of Productive Panicle per Plant (num),Panicle Weight (g),Spikelet Number per Panicle (num),Panicle Weight per Plant (g),Yield per Plant (g),"Heading Date (50%, days)",Seedling Height (cm),Cd concentration,Treatment,Years,Region,Region_cn
SAMEA2567682,PRJEB6180,,IRIS_313-8645,,,,,,,,8.1,3,,2.7,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567683,PRJEB6180,,IRIS_313-8647,,,,,,,,8.2,3,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567684,PRJEB6180,,IRIS_313-8659,,,,,,,,8.7,2.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567559,PRJEB6180,,IRIS_313-8660,,,,,,,,7.4,3.1,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567686,PRJEB6180,,IRIS_313-8679,,,,,,,,9.6,2.9,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567689,PRJEB6180,,IRIS_313-8717,,,,,,,,8,3.2,,2.5,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567690,PRJEB6180,,IRIS_313-8731,,,,,,,,8.1,3.1,,2.6,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567691,PRJEB6180,,IRIS_313-8732,,,,,,,,10.5,2.8,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567617,PRJEB6180,,IRIS_313-8735,,,,,,,,8,3.3,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567692,PRJEB6180,,IRIS_313-8737,,,,,,,,9.8,3,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567560,PRJEB6180,,IRIS_313-8743,,,,,,,,8.1,3.4,,2.4,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567693,PRJEB6180,,IRIS_313-8744,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567590,PRJEB6180,,IRIS_313-8745,,,,,,,,9.4,3.2,,2.9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567694,PRJEB6180,,IRIS_313-8754,,,,,,,,8.5,3.4,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567695,PRJEB6180,,IRIS_313-8757,,,,,,,,8.1,3.5,,2.3,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567628,PRJEB6180,,IRIS_313-8765,,,,,,,,6.8,3,,2.3,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567528,PRJEB6180,,IRIS_313-8769,,,,,,,,9.8,3.3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567696,PRJEB6180,,IRIS_313-8783,,,,,,,,8.7,3.1,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567697,PRJEB6180,,IRIS_313-8796,,,,,,,,9,2.9,,3.1,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567698,PRJEB6180,,IRIS_313-8812,,,,,,,,7.9,3.1,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567699,PRJEB6180,,IRIS_313-8822,,,,,,,,9,2.7,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567700,PRJEB6180,,IRIS_313-8844,,,,,,,,8.1,2.7,,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567701,PRJEB6180,,IRIS_313-8846,,,,,,,,8.7,3.1,,2.8,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567702,PRJEB6180,,IRIS_313-8850,,,,,,,,8.2,3.2,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567703,PRJEB6180,,IRIS_313-8854,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567704,PRJEB6180,,IRIS_313-8859,,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567573,PRJEB6180,,IRIS_313-8883,,,,,,,,9.8,4.1,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567706,PRJEB6180,,IRIS_313-8889,,,,,,,,8.6,2.8,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567707,PRJEB6180,,IRIS_313-8895,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567708,PRJEB6180,,IRIS_313-8900,,,,,,,,9.5,2.7,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567592,PRJEB6180,,IRIS_313-8903,,,,,,,,8.8,2.6,,3.4,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567709,PRJEB6180,,IRIS_313-8909,,,,,,,,9.8,2.7,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567710,PRJEB6180,,IRIS_313-8914,,,,,,,,7.9,2.8,,2.8,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567711,PRJEB6180,,IRIS_313-8920,,,,,,,,8.1,2.3,,3.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567712,PRJEB6180,,IRIS_313-8921,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567713,PRJEB6180,,IRIS_313-8924,,,,,,,,8,3.1,,2.6,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567714,PRJEB6180,,IRIS_313-8925,,,,,,,,8.4,3.1,,2.7,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567715,PRJEB6180,,IRIS_313-8930,,,,,,,,7.9,3,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567716,PRJEB6180,,IRIS_313-8932,,,,,,,,8,2.8,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567717,PRJEB6180,,IRIS_313-8935,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567718,PRJEB6180,,IRIS_313-8940,,,,,,,,7.9,2.9,,2.7,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567719,PRJEB6180,,IRIS_313-8946,,,,,,,,8.9,3.4,,2.6,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567720,PRJEB6180,,IRIS_313-8948,,,,,,,,8.7,2.9,,3,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567721,PRJEB6180,,IRIS_313-8956,,,,,,,,7.5,2.7,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567722,PRJEB6180,,IRIS_313-8957,,,,,,,,8.6,2.9,,3,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567723,PRJEB6180,,IRIS_313-8967,,,,,,,,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567724,PRJEB6180,,IRIS_313-8968,,,,,,,,7.8,3.2,,2.4,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567725,PRJEB6180,,IRIS_313-8980,,,,,,,,10.3,2.9,,3.6,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567726,PRJEB6180,,IRIS_313-8982,,,,,,,,8.7,2.8,,3.1,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567727,PRJEB6180,,IRIS_313-8985,,,,,,,,8.2,2.9,,2.8,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567728,PRJEB6180,,IRIS_313-8986,,,,,,,,8.8,2.5,,3.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567729,PRJEB6180,,IRIS_313-8988,,,,,,,,8.7,3,,2.9,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567730,PRJEB6180,,IRIS_313-8994,,,,,,,,9.3,2.5,,3.7,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567731,PRJEB6180,,IRIS_313-8996,,,,,,,,10.1,2.9,,3.5,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567529,PRJEB6180,,IRIS_313-8999,,,,,,,,7,3.5,,2,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567732,PRJEB6180,,IRIS_313-9006,,,,,,,,10,3.5,,2.9,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567733,PRJEB6180,,IRIS_313-9017,,,,,,,,8.5,3,,2.8,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567734,PRJEB6180,,IRIS_313-9019,,,,,,,,9.7,3.1,,3.1,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567735,PRJEB6180,,IRIS_313-9020,,,,,,,,9.4,2.6,,3.6,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567736,PRJEB6180,,IRIS_313-9023,,,,,,,,9.2,2.9,,3.2,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567737,PRJEB6180,,IRIS_313-9032,,,,,,,,9,2.8,,3.2,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567598,PRJEB6180,,IRIS_313-9044,,,,,,,,8.6,2.7,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567619,PRJEB6180,,IRIS_313-9048,,,,,,,,7,2.9,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567624,PRJEB6180,,IRIS_313-9053,,,,,,,,8.3,2.4,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567738,PRJEB6180,,IRIS_313-9065,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567739,PRJEB6180,,IRIS_313-9066,,,,,,,,9.4,2.9,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567740,PRJEB6180,,IRIS_313-9067,,,,,,,,9.9,3.3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567741,PRJEB6180,,IRIS_313-9070,,,,,,,,7.9,2.8,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567742,PRJEB6180,,IRIS_313-9072,,,,,,,,8.2,2.8,,2.9,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567620,PRJEB6180,,IRIS_313-9081,,,,,,,,7.2,3.3,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567561,PRJEB6180,,IRIS_313-9111,,,,,,,,7.8,2.3,,3.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567743,PRJEB6180,,IRIS_313-9112,,,,,,,,9.8,2.7,,3.6,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567744,PRJEB6180,,IRIS_313-9114,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567745,PRJEB6180,,IRIS_313-9115,,,,,,,,9.7,2.9,,3.3,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567746,PRJEB6180,,IRIS_313-9116,,,,,,,,10,3,,3.3,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567747,PRJEB6180,,IRIS_313-9119,,,,,,,,9.3,2.8,,3.3,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567748,PRJEB6180,,IRIS_313-9120,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567749,PRJEB6180,,IRIS_313-9121,,,,,,,,10,3.1,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567750,PRJEB6180,,IRIS_313-9123,,,,,,,,8.5,3,,2.8,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567751,PRJEB6180,,IRIS_313-9139,,,,,,,,8.1,2.5,,3.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567531,PRJEB6180,,IRIS_313-9140,,,,,,,,8.2,3.5,,2.3,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567752,PRJEB6180,,IRIS_313-9148,,,,,,,,7.8,3.2,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567629,PRJEB6180,,IRIS_313-9170,,,,,,,,9.3,3.8,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567753,PRJEB6180,,IRIS_313-9174,,,,,,,,8.2,3.4,,2.4,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567755,PRJEB6180,,IRIS_313-9184,,,,,,,,8.1,3,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567574,PRJEB6180,,IRIS_313-9187,,,,,,,,,,,,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567756,PRJEB6180,,IRIS_313-9197,,,,,,,,8.1,3.2,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567757,PRJEB6180,,IRIS_313-9198,,,,,,,,9.8,2.7,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567758,PRJEB6180,,IRIS_313-9201,,,,,,,,9.1,2.8,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567759,PRJEB6180,,IRIS_313-9204,,,,,,,,8.6,3.2,,2.7,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567760,PRJEB6180,,IRIS_313-9208,,,,,,,,8.7,3.1,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567761,PRJEB6180,,IRIS_313-9209,,,,,,,,8.5,2.5,,3.4,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567762,PRJEB6180,,IRIS_313-9210,,,,,,,,6.8,2.8,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567763,PRJEB6180,,IRIS_313-9218,,,,,,,,7.9,3,,2.6,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567764,PRJEB6180,,IRIS_313-9227,,,,,,,,10.3,2.7,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567621,PRJEB6180,,IRIS_313-9239,,,,,,,,10.1,3.3,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567765,PRJEB6180,,IRIS_313-9251,,,,,,,,6.8,3,,2.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567766,PRJEB6180,,IRIS_313-9253,,,,,,,,7.5,3.2,,2.3,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567767,PRJEB6180,,IRIS_313-9256,,,,,,,,9.3,3.7,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567768,PRJEB6180,,IRIS_313-9258,,,,,,,,8.4,3.2,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567769,PRJEB6180,,IRIS_313-9259,,,,,,,,8.1,3.2,,2.5,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567770,PRJEB6180,,IRIS_313-9262,,,,,,,,8.9,2.9,,3.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567575,PRJEB6180,,IRIS_313-9267,,,,,,,,8.9,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567771,PRJEB6180,,IRIS_313-9271,,,,,,,,8.2,2.8,,2.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567772,PRJEB6180,,IRIS_313-9281,,,,,,,,9.4,3,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567773,PRJEB6180,,IRIS_313-9285,,,,,,,,8,3.3,,2.4,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567774,PRJEB6180,,IRIS_313-9286,,,,,,,,9.6,2.4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567775,PRJEB6180,,IRIS_313-9287,,,,,,,,9.3,2.9,,3.2,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567613,PRJEB6180,,IRIS_313-9301,,,,,,,,9.7,3.1,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567776,PRJEB6180,,IRIS_313-9302,,,,,,,,9.9,3.2,,3.1,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567777,PRJEB6180,,IRIS_313-9313,,,,,,,,8.3,3.1,,2.7,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567599,PRJEB6180,,IRIS_313-9314,,,,,,,,10.3,2.8,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567778,PRJEB6180,,IRIS_313-9317,,,,,,,,7.8,3.1,,2.5,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567779,PRJEB6180,,IRIS_313-9320,,,,,,,,8.9,3.3,,2.7,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567780,PRJEB6180,,IRIS_313-9324,,,,,,,,8.3,2.8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567781,PRJEB6180,,IRIS_313-9325,,,,,,,,9.1,2.7,,3.4,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567782,PRJEB6180,,IRIS_313-9347,,,,,,,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567783,PRJEB6180,,IRIS_313-9348,,,,,,,,9.6,2.8,,3.4,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567562,PRJEB6180,,IRIS_313-9351,,,,,,,,8.8,3.3,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567784,PRJEB6180,,IRIS_313-9357,,,,,,,,9.3,2.8,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567576,PRJEB6180,,IRIS_313-9363,,,,,,,,9.6,2.7,,3.6,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567785,PRJEB6180,,IRIS_313-9372,,,,,,,,7.8,3.2,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567786,PRJEB6180,,IRIS_313-9384,,,,,,,,8,2.1,,3.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567563,PRJEB6180,,IRIS_313-9388,,,,,,,,7.9,3.2,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567787,PRJEB6180,,IRIS_313-9391,,,,,,,,8.2,3.2,,2.6,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567577,PRJEB6180,,IRIS_313-9392,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567516,PRJEB6180,,IRIS_313-9400,,,,,,,,8.2,2.6,,3.2,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567788,PRJEB6180,,IRIS_313-9403,,,,,,,,8.6,2.6,,3.3,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567789,PRJEB6180,,IRIS_313-9415,,,,,,,,8,2.6,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567600,PRJEB6180,,IRIS_313-9424,,,,,,,,8.5,2.2,,3.9,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567790,PRJEB6180,,IRIS_313-9427,,,,,,,,8.9,2.6,,3.4,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567791,PRJEB6180,,IRIS_313-9433,,,,,,,,8.8,3.4,,2.6,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567625,PRJEB6180,,IRIS_313-9445,,,,,,,,7.8,3.3,,2.4,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567585,PRJEB6180,,IRIS_313-9449,,,,,,,,8.9,2.8,,3.2,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567792,PRJEB6180,,IRIS_313-9451,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567793,PRJEB6180,,IRIS_313-9461,,,,,,,,9.2,2.7,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567626,PRJEB6180,,IRIS_313-9464,,,,,,,,11.8,2.8,,4.2,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567794,PRJEB6180,,IRIS_313-9469,,,,,,,,8.6,3.4,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567795,PRJEB6180,,IRIS_313-9472,,,,,,,,8.5,3.2,,2.7,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567796,PRJEB6180,,IRIS_313-9482,,,,,,,,8.9,2.2,,4.1,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567797,PRJEB6180,,IRIS_313-9484,,,,,,,,9.3,2.8,,3.3,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567601,PRJEB6180,,IRIS_313-9492,,,,,,,,8.4,3.1,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567798,PRJEB6180,,IRIS_313-9503,,,,,,,,8.7,2.8,,3.1,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567799,PRJEB6180,,IRIS_313-9505,,,,,,,,8.5,3.4,,2.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567800,PRJEB6180,,IRIS_313-9506,,,,,,,,7.4,3.2,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567634,PRJEB6180,,IRIS_313-9516,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
SAMEA2567801,PRJEB6180,,IRIS_313-9522,,,,,,,,9.5,2.4,,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,Hainan,海南省
