Sample_ID,Bioproject,Name_cn,Name,Whiteness_Degree_of_Complete_Grain(%),Whiteness_Degree_of_Dead_Grain(%),Amylose_Content_of_Grain(%),Protein_Content_of_Grain(%),Taste_Score_of_Cooked_Grain,Water_Content_of_Grain,Awn_Length(cm),Grain_Length(mm),Grain_Width(mm),Grain_Thickness(mm),1000_Grain_Weight(g),"Heading_Date(50%,days)",Flag_Leaf_Length(cm),Flag_Leaf_Width(cm),Leaf_Blade_Width(cm),Leaf_Sheath_Color,Plant_Height(cm),Panicle_Length(cm),Culm_Length(cm),SPAD_Value_of_Flag_Leaf,Tiller_Number_per_Plant(num),Blighted_Grains_per_Plant(num),Blighted_Grains_per_Panicle(num),Blighted_Grains_Weight_per_Plant(g),Filled_Grains_per_Plant(num),Filled_Grains_per_Panicle(num),Filled_Grains_Weight_per_Plant(g),Grain_Number_per_Panicle(num),Seed_Setting_Rate(%),Grain_Yield_per_Plant(g),Panicle_Number_per_Plant(num),Number_of_Productive_Panicle_per_Plant(num),Panicle_Weight(g),Spikelet_Number_per_Panicle(num),Panicle_Weight_per_Plant(g),Yield_per_Plant(g),Cd_concentration,Treatment,Years,Region
SRR11661983,PRJNA629658,,Xugunuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,2016,Beishan
SRR11661984,PRJNA629658,,Xiaomazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.385,,2016,Beishan
SRR11661985,PRJNA629658,,Xiangzhongxian-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,2016,Beishan
SRR11661986,PRJNA629658,,Xiangwanxian-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495,,2016,Beishan
SRR11661987,PRJNA629658,,H014-1-1-B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,2016,Beishan
SRR11661988,PRJNA629658,,Xiangwanxian-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,2016,Beishan
SRR11661989,PRJNA629658,,Xiangwanxian-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105,,2016,Beishan
SRR11661990,PRJNA629658,,Xiangwanxian-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565,,2016,Beishan
SRR11661991,PRJNA629658,,Xiangwanxian-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,2016,Beishan
SRR11661992,PRJNA629658,,5Bs26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105,,2016,Beishan
SRR11661993,PRJNA629658,,Xiangwanxian-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645,,2016,Beishan
SRR11661994,PRJNA629658,,Xiangwanxian-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,,2016,Beishan
SRR11661995,PRJNA629658,,Xiangwanxian-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.185,,2016,Beishan
SRR11661996,PRJNA629658,,Xiangzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.525,,2016,Beishan
SRR11661997,PRJNA629658,,Xiyangguzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855,,2016,Beishan
SRR11661998,PRJNA629658,,Xizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275,,2016,Beishan
SRR11661999,PRJNA629658,,H013-5-3-B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085,,2016,Beishan
SRR11662000,PRJNA629658,,Wubaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,2016,Beishan
SRR11662002,PRJNA629658,,Wandao-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,,2016,Beishan
SRR11662003,PRJNA629658,,5Bs102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195,,2016,Beishan
SRR11662004,PRJNA629658,,Wanxianzibao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,2016,Beishan
SRR11662005,PRJNA629658,,Tuannuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.235,,2016,Beishan
SRR11662006,PRJNA629658,,Tuangunuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,2016,Beishan
SRR11662007,PRJNA629658,,Tongzizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,2016,Beishan
SRR11662008,PRJNA629658,,Tonghenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325,,2016,Beishan
SRR11662009,PRJNA629658,,Teqingxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,2016,Beishan
SRR11662010,PRJNA629658,,Sichuandagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725,,2016,Beishan
SRR11662011,PRJNA629658,,Shuangpingtou Nongken58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.325,,2016,Beishan
SRR11662012,PRJNA629658,,Shuangkang-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845,,2016,Beishan
SRR11662013,PRJNA629658,,Shuangguike-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,2016,Beishan
SRR11662014,PRJNA629658,,Bindeshwari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.335,,2016,Beishan
SRR11662015,PRJNA629658,,Shenshuinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615,,2016,Beishan
SRR11662016,PRJNA629658,,Shenglixian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,2016,Beishan
SRR11662017,PRJNA629658,,Shennonghui-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.125,,2016,Beishan
SRR11662018,PRJNA629658,,Shazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.985,,2016,Beishan
SRR11662019,PRJNA629658,,Sanbaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565,,2016,Beishan
SRR11662020,PRJNA629658,,Gz 948-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.195,,2016,Beishan
SRR11662021,PRJNA629658,,Qingnongai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,2016,Beishan
SRR11662022,PRJNA629658,,Qingliuai-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,2016,Beishan
SRR11662023,PRJNA629658,,Qindao-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.405,,2016,Beishan
SRR11662024,PRJNA629658,,Qizaozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,2016,Beishan
SRR11662025,PRJNA629658,,2016-Sanya-615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,2016,Beishan
SRR11662026,PRJNA629658,,Qitouhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,2016,Beishan
SRR11662027,PRJNA629658,,Nuoshouzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,2016,Beishan
SRR11662028,PRJNA629658,,Nantezhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,2016,Beishan
SRR11662029,PRJNA629658,,Momi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.925,,2016,Beishan
SRR11662030,PRJNA629658,,Molixinzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.875,,2016,Beishan
SRR11662031,PRJNA629658,,Gobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.095,,2016,Beishan
SRR11662032,PRJNA629658,,Miguzao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,2016,Beishan
SRR11662033,PRJNA629658,,Meiguodao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,,2016,Beishan
SRR11662034,PRJNA629658,,Maozizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495,,2016,Beishan
SRR11662035,PRJNA629658,,Mandihong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.405,,2016,Beishan
SRR11662036,PRJNA629658,,2016-Sanya-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995,,2016,Beishan
SRR11662037,PRJNA629658,,Maweizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan
SRR11662038,PRJNA629658,,Manuogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,2016,Beishan
SRR11662040,PRJNA629658,,Lvhuangzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,2016,Beishan
SRR11662041,PRJNA629658,,Ghaiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.375,,2016,Beishan
SRR11662043,PRJNA629658,,Liusha-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045,,2016,Beishan
SRR11662044,PRJNA629658,,Linghexuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.185,,2016,Beishan
SRR11662045,PRJNA629658,,Lehenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,2016,Beishan
SRR11662046,PRJNA629658,,Lianyu-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,2016,Beishan
SRR11662047,PRJNA629658,,1A62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,2016,Beishan
SRR11662048,PRJNA629658,,Ligu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585,,2016,Beishan
SRR11662049,PRJNA629658,,Liyuanzhan-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.615,,2016,Beishan
SRR11662051,PRJNA629658,,Lengshuinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,2016,Beishan
SRR11662052,PRJNA629658,,Lengshuima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,2016,Beishan
SRR11662053,PRJNA629658,,U166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,,2016,Beishan
SRR11662054,PRJNA629658,,Laozhuzhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,2016,Beishan
SRR11662055,PRJNA629658,,Lannizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,2016,Beishan
SRR11662058,PRJNA629658,,Shuidao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.855,,2016,Beishan
SRR11662059,PRJNA629658,,Jinxibai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,2016,Beishan
SRR11662060,PRJNA629658,,Jinbaoyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,2016,Beishan
SRR11662061,PRJNA629658,,Jiefangxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125,,2016,Beishan
SRR11662063,PRJNA629658,,Jiangxizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,2016,Beishan
SRR11662064,PRJNA629658,,Ct 9737-5-21-2-4P-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,,2016,Beishan
SRR11662065,PRJNA629658,,Jiandaoqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,2016,Beishan
SRR11662066,PRJNA629658,,Jiahezaozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,2016,Beishan
SRR11662067,PRJNA629658,,Jigeng-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.415,,2016,Beishan
SRR11662068,PRJNA629658,,Huolaozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,,2016,Beishan
SRR11662069,PRJNA629658,,Hanhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,2016,Beishan
SRR11662070,PRJNA629658,,Huiyouzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,2016,Beishan
SRR11662071,PRJNA629658,,Huangxinzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,2016,Beishan
SRR11662072,PRJNA629658,,Huangsiguizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.375,,2016,Beishan
SRR11662073,PRJNA629658,,Huanghuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045,,2016,Beishan
SRR11662074,PRJNA629658,,Huasizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan
SRR11662075,PRJNA629658,,Ct 9685-14-M-1-2-3-2P-M-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.345,,2016,Beishan
SRR11662076,PRJNA629658,,Huhan-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.155,,2016,Beishan
SRR11662078,PRJNA629658,,Hongtaonuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785,,2016,Beishan
SRR11662079,PRJNA629658,,Hongsanlicun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,,2016,Beishan
SRR11662080,PRJNA629658,,Bangbangnuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.815,,2016,Beishan
SRR11662081,PRJNA629658,,Bg304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,2016,Beishan
SRR11662082,PRJNA629658,,06-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.695,,2016,Beishan
SRR11661745,PRJNA629658,,Hongquegu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2445,,2017,Beishan
SRR11661746,PRJNA629658,,Hongmixuanzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2145,,2017,Beishan
SRR11661747,PRJNA629658,,Hongmidongzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6315,,2017,Beishan
SRR11661748,PRJNA629658,,Hongmangjiuyuenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2365,,2017,Beishan
SRR11661749,PRJNA629658,,Hongkenuoxuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1455,,2017,Beishan
SRR11661750,PRJNA629658,,Hongkemanuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.647,,2017,Beishan
SRR11661751,PRJNA629658,,Ct 19298-(1)-1-12-1-4-2Mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,,2017,Beishan
SRR11661752,PRJNA629658,,Nanxiongzaoyouzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9785,,2017,Beishan
SRR11661753,PRJNA629658,,Qingyedazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,,2017,Beishan
SRR11661754,PRJNA629658,,Shengliwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24575,,2017,Beishan
SRR11661755,PRJNA629658,,Wandao-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,,2017,Beishan
SRR11661756,PRJNA629658,,Wenxuanqing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195,,2017,Beishan
SRR11661757,PRJNA629658,,Xiyangzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2805,,2017,Beishan
SRR11661758,PRJNA629658,,Xiangzaoxian-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2685,,2017,Beishan
SRR11661759,PRJNA629658,,Ir 1529-680-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8055,,2017,Beishan
SRR11661760,PRJNA629658,,Xiangzaoxian-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,,2017,Beishan
SRR11661761,PRJNA629658,,Xiangzaoxian-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,2017,Beishan
SRR11661762,PRJNA629658,,Xiangzaoxian-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,2017,Beishan
SRR11661763,PRJNA629658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,,2017,Beishan
SRR11661764,PRJNA629658,,Zaomake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,,2017,Beishan
SRR11661765,PRJNA629658,,Zhefu-802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3525,,2017,Beishan
SRR11661766,PRJNA629658,,Ir 1849747-23-3-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377,,2017,Beishan
SRR11661767,PRJNA629658,,Zhongxuan-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67425,,2017,Beishan
SRR11661768,PRJNA629658,,Zhongyouzao-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,,2017,Beishan
SRR11661769,PRJNA629658,,Zhongzao-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2775,,2017,Beishan
SRR11661770,PRJNA629658,,Liushizao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5235,,2017,Beishan
SRR11661771,PRJNA629658,,Vniir 8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1405,,2017,Beishan
SRR11661772,PRJNA629658,,Ir 19746-26-2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,,2017,Beishan
SRR11661773,PRJNA629658,,Daganzaogu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1195,,2017,Beishan
SRR11661774,PRJNA629658,,Hongjiaozao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,,2017,Beishan
SRR11661775,PRJNA629658,,Huaai-837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2635,,2017,Beishan
SRR11661776,PRJNA629658,,Xiangzaoxian-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3175,,2017,Beishan
SRR11661777,PRJNA629658,,Adron 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5165,,2017,Beishan
SRR11661778,PRJNA629658,,Ir 70249-30-Cir-B-Sb-6-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21175,,2017,Beishan
SRR11661779,PRJNA629658,,Irat 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,,2017,Beishan
SRR11661780,PRJNA629658,,Irat 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1015,,2017,Beishan
SRR11661781,PRJNA629658,,Javae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194,,2017,Beishan
SRR11661782,PRJNA629658,,Ag 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907,,2017,Beishan
SRR11661783,PRJNA629658,,Kmp34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,,2017,Beishan
SRR11661784,PRJNA629658,,Kn-Ih-361-1-8-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1805,,2017,Beishan
SRR11661785,PRJNA629658,,M6-9-28 Ul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4125,,2017,Beishan
SRR11661786,PRJNA629658,,Mack Hing-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,,2017,Beishan
SRR11661787,PRJNA629658,,Mack Hing-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,,2017,Beishan
SRR11661788,PRJNA629658,,Mrq 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7965,,2017,Beishan
SRR11661789,PRJNA629658,,Anfc-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4015,,2017,Beishan
SRR11661790,PRJNA629658,,N22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2065,,2017,Beishan
SRR11661791,PRJNA629658,,U299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,2017,Beishan
SRR11661792,PRJNA629658,,U341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1275,,2017,Beishan
SRR11661793,PRJNA629658,,U366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2155,,2017,Beishan
SRR11661794,PRJNA629658,,U431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139,,2017,Beishan
SRR11661795,PRJNA629658,,Bantia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2885,,2017,Beishan
SRR11661796,PRJNA629658,,U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1545,,2017,Beishan
SRR11661797,PRJNA629658,,R501-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3495,,2017,Beishan
SRR11661798,PRJNA629658,,R6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687,,2017,Beishan
SRR11661799,PRJNA629658,,R81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925,,2017,Beishan
SRR11661800,PRJNA629658,,Aijiaoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3175,,2017,Beishan
SRR11661801,PRJNA629658,,Aijiaonante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35075,,2017,Beishan
SRR11661802,PRJNA629658,,Aimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6035,,2017,Beishan
SRR11661803,PRJNA629658,,Bashizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,,2017,Beishan
SRR11661804,PRJNA629658,,Bs145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,2017,Beishan
SRR11661805,PRJNA629658,,Babahe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4935,,2017,Beishan
SRR11661806,PRJNA629658,,Baigu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24225,,2017,Beishan
SRR11661807,PRJNA629658,,Baikenuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2905,,2017,Beishan
SRR11661808,PRJNA629658,,Baimidongzhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9655,,2017,Beishan
SRR11661809,PRJNA629658,,Bainuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6185,,2017,Beishan
SRR11661810,PRJNA629658,,Bendinuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4425,,2017,Beishan
SRR11661811,PRJNA629658,,Changgu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,,2017,Beishan
SRR11661812,PRJNA629658,,Changsizhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,,2017,Beishan
SRR11661813,PRJNA629658,,Chenwan-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.362,,2017,Beishan
SRR11661814,PRJNA629658,,Chibanzhannuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633,,2017,Beishan
SRR11661815,PRJNA629658,,Hongjieba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367,,2017,Beishan
SRR11661816,PRJNA629658,,Hongjiaochazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,2017,Beishan
SRR11661817,PRJNA629658,,Honggu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24425,,2017,Beishan
SRR11661818,PRJNA629658,,Bg34-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,2017,Beishan
SRR11661819,PRJNA629658,,Heijienuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325,,2017,Beishan
SRR11661820,PRJNA629658,,Hehuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4255,,2017,Beishan
SRR11661821,PRJNA629658,,Guichao-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,2017,Beishan
SRR11661822,PRJNA629658,,Guizhounuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3135,,2017,Beishan
SRR11661823,PRJNA629658,,Guangchang-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,2017,Beishan
SRR11661824,PRJNA629658,,Cnax4364-4-4-1-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10825,,2017,Beishan
SRR11661825,PRJNA629658,,Gaojiaosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,2017,Beishan
SRR11661826,PRJNA629658,,Gangxiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80925,,2017,Beishan
SRR11661827,PRJNA629658,,Ganwanxian-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35875,,2017,Beishan
SRR11661828,PRJNA629658,,Fenghuazhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.553,,2017,Beishan
SRR11661829,PRJNA629658,,Yuanye-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,,2017,Beishan
SRR11661830,PRJNA629658,,Fengaizhan-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,2017,Beishan
SRR11661833,PRJNA629658,,Cnax 3031-70-1-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,2017,Beishan
SRR11661834,PRJNA629658,,Fanmaozhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4345,,2017,Beishan
SRR11661836,PRJNA629658,,Ezhong-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3205,,2017,Beishan
SRR11661837,PRJNA629658,,Dongtingwanxian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21625,,2017,Beishan
