Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,Unnamed: 22,Treatment,Years,location,Region_cn,Region
ICI_740,PRJNA609577,ICI_740,-,,,81.0,220.6,84.4,38.3,7.4,75.0,31.3,7.7,161.8,21.7,,,,,83.0,2.0,,,2017,JiLin Province,吉林省,Jilin
911,PRJNA609577,911,-,,,74.5,185.8,64.0,34.4,8.2,63.0,32.5,12.3,155.1,29.9,,,,,77.5,3.0,,,2017,JiLin Province,吉林省,Jilin
PHW51,PRJNA609577,PHW51,-,,,84.0,214.1,84.9,39.6,9.3,62.8,28.5,5.4,149.9,30.8,,,,,84.5,0.5,,,2017,JiLin Province,吉林省,Jilin
LH202,PRJNA609577,LH202,-,,,79.5,195.5,82.2,42.0,8.3,64.6,33.3,6.2,159.8,16.5,,,,,81.0,1.5,,,2017,JiLin Province,吉林省,Jilin
B12,PRJNA609577,B12,-,,,85.5,270.5,128.0,47.3,7.2,78.2,32.9,11.1,160.1,24.0,,,,,86.0,0.5,,,2017,JiLin Province,吉林省,Jilin
H105W,PRJNA609577,H105W,-,,,78.5,209.2,89.2,42.6,8.3,83.7,30.5,8.4,131.5,48.7,,,,,80.0,1.5,,,2017,JiLin Province,吉林省,Jilin
WIL_28,PRJNA609577,WIL_28,-,,,80.5,224.2,74.1,33.0,12.1,59.4,33.3,4.3,156.7,33.0,,,,,83.0,2.5,,,2017,JiLin Province,吉林省,Jilin
WIL_12,PRJNA609577,WIL_12,-,,,74.0,201.3,64.1,31.9,8.4,77.0,36.0,10.1,161.0,20.9,,,,,76.5,2.5,,,2017,JiLin Province,吉林省,Jilin
WIL_4,PRJNA609577,WIL_4,-,,,78.0,179.3,62.9,35.0,8.4,63.8,27.1,2.7,163.4,19.1,,,,,78.0,0.0,,,2017,JiLin Province,吉林省,Jilin
Ji53,PRJNA609577,Ji53,-,,,85.5,171.3,75.5,44.1,10.6,53.2,28.8,11.6,,,,,,,86.0,0.5,,,2017,JiLin Province,吉林省,Jilin
Dan9046,PRJNA609577,Dan9046,-,,,87.0,147.0,62.7,42.6,7.8,58.0,26.8,9.0,164.1,15.4,,,,,89.5,2.5,,,2017,JiLin Province,吉林省,Jilin
WIL_1,PRJNA609577,WIL_1,-,,,83.5,224.8,73.6,32.4,9.1,72.9,40.6,3.7,167.1,17.2,,,,,85.0,1.5,,,2017,JiLin Province,吉林省,Jilin
A659,PRJNA609577,A659,-,,,78.0,201.7,58.0,28.7,8.1,83.2,32.7,15.6,155.5,31.4,,,,,80.5,2.5,,,2017,JiLin Province,吉林省,Jilin
3H_2,PRJNA609577,3H_2,-,,,92.5,205.0,94.2,45.9,9.2,61.9,23.0,17.7,167.7,15.6,,,,,94.0,1.5,,,2017,JiLin Province,吉林省,Jilin
FusheA,PRJNA609577,FusheA,-,,,92.5,170.9,118.4,,7.0,63.3,28.5,20.3,145.0,34.6,,,,,92.5,0.0,,,2017,JiLin Province,吉林省,Jilin
Yu82,PRJNA609577,Yu82,-,,,85.5,196.5,66.8,33.9,8.3,81.2,32.5,12.2,176.6,11.2,,,,,86.5,1.0,,,2017,JiLin Province,吉林省,Jilin
ZK11M,PRJNA609577,ZK11M,-,,,86.5,189.9,65.1,34.2,10.1,74.4,35.5,10.0,174.0,9.8,,,,,90.0,3.5,,,2017,JiLin Province,吉林省,Jilin
LH213,PRJNA609577,LH213,-,,,85.5,250.2,76.7,30.6,8.8,75.7,33.0,6.3,148.5,34.1,,,,,87.0,1.5,,,2017,JiLin Province,吉林省,Jilin
ZS01250,PRJNA609577,ZS01250,-,,,71.0,156.7,59.1,37.6,7.7,56.6,28.2,2.4,139.2,38.7,,,,,74.0,3.0,,,2017,JiLin Province,吉林省,Jilin
904,PRJNA609577,904,-,,,75.0,159.4,63.3,39.6,6.8,59.7,28.1,6.0,142.9,41.1,,,,,77.0,2.0,,,2017,JiLin Province,吉林省,Jilin
CS608,PRJNA609577,CS608,-,,,81.5,206.2,67.7,32.8,8.4,76.6,30.9,6.6,158.8,23.0,,,,,85.5,4.0,,,2017,JiLin Province,吉林省,Jilin
515,PRJNA609577,515,-,,,84.5,219.8,98.4,44.8,8.5,73.3,31.3,6.3,169.9,13.9,,,,,89.0,4.5,,,2017,JiLin Province,吉林省,Jilin
K12,PRJNA609577,K12,-,,,89.0,222.9,89.7,40.3,8.8,75.2,38.2,6.1,169.4,15.9,,,,,89.5,0.5,,,2017,JiLin Province,吉林省,Jilin
6F629,PRJNA609577,6F629,-,,,79.5,235.5,85.3,36.1,9.5,66.4,33.3,6.0,153.4,29.3,,,,,82.0,2.5,,,2017,JiLin Province,吉林省,Jilin
Huangyesi3,PRJNA609577,Huangyesi3,-,,,79.5,161.8,70.9,43.8,9.4,69.3,30.0,13.6,174.0,11.3,,,,,80.0,0.5,,,2017,JiLin Province,吉林省,Jilin
5005,PRJNA609577,5005,-,,,81.5,174.0,61.2,35.2,9.6,68.3,31.5,12.0,154.2,31.9,,,,,83.5,2.0,,,2017,JiLin Province,吉林省,Jilin
IBB14,PRJNA609577,IBB14,-,,,76.0,192.8,83.8,43.5,6.9,66.0,27.3,7.7,148.7,29.4,,,,,78.5,2.5,,,2017,JiLin Province,吉林省,Jilin
PHW30,PRJNA609577,PHW30,-,,,77.0,220.3,89.3,40.6,6.0,72.8,30.8,15.1,172.9,7.6,,,,,79.0,2.0,,,2017,JiLin Province,吉林省,Jilin
Yuanqi123,PRJNA609577,Yuanqi123,-,,,80.0,177.6,60.6,34.3,8.8,75.9,40.9,5.8,156.6,27.5,,,,,82.5,2.5,,,2017,JiLin Province,吉林省,Jilin
VA26,PRJNA609577,VA26,-,,,78.5,250.1,98.5,39.3,9.4,74.2,32.0,20.8,156.3,26.4,,,,,79.0,0.5,,,2017,JiLin Province,吉林省,Jilin
B95,PRJNA609577,B95,-,,,,,,,,,,,162.8,23.9,,,,,,,,,2017,JiLin Province,吉林省,Jilin
Yuanwu02,PRJNA609577,Yuanwu02,-,,,79.0,175.7,73.8,42.0,9.7,74.0,36.0,5.4,155.0,25.6,,,,,79.0,0.0,,,2017,JiLin Province,吉林省,Jilin
Tie7922,PRJNA609577,Tie7922,-,,,87.0,282.3,127.3,45.0,9.0,77.1,24.7,7.8,170.6,11.5,,,,,87.5,0.5,,,2017,JiLin Province,吉林省,Jilin
Ji842,PRJNA609577,Ji842,-,,,84.0,256.3,110.0,42.9,10.2,83.8,37.0,12.3,173.3,11.5,,,,,84.5,0.5,,,2017,JiLin Province,吉林省,Jilin
Hai1134,PRJNA609577,Hai1134,-,,,79.5,230.7,91.3,39.5,10.1,74.0,36.1,9.8,161.6,23.9,,,,,81.5,2.0,,,2017,JiLin Province,吉林省,Jilin
Cheng687,PRJNA609577,Cheng687,-,,,79.0,206.0,64.2,31.1,9.8,92.3,33.0,9.0,160.8,28.7,,,,,82.0,3.0,,,2017,JiLin Province,吉林省,Jilin
CI_187_2,PRJNA609577,CI_187_2,-,,,92.0,201.1,80.7,40.1,7.9,63.8,36.4,9.6,144.9,37.5,,,,,93.5,1.5,,,2017,JiLin Province,吉林省,Jilin
MT42,PRJNA609577,MT42,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
H95,PRJNA609577,H95,-,,,82.0,201.3,71.3,35.4,9.1,70.7,31.1,11.7,138.1,45.6,,,,,83.5,1.5,,,2017,JiLin Province,吉林省,Jilin
C123,PRJNA609577,C123,-,,,76.5,180.7,67.4,37.3,8.9,63.8,32.7,13.5,155.7,28.7,,,,,78.0,1.5,,,2017,JiLin Province,吉林省,Jilin
WF9,PRJNA609577,WF9,-,,,83.0,186.8,74.5,39.4,11.2,64.1,30.0,15.0,121.6,61.7,,,,,85.0,2.0,,,2017,JiLin Province,吉林省,Jilin
VA59,PRJNA609577,VA59,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
VA17,PRJNA609577,VA17,-,,,85.5,202.9,58.6,28.6,9.9,77.4,38.7,5.6,156.8,27.0,,,,,99.5,,,,2017,JiLin Province,吉林省,Jilin
Wu105,PRJNA609577,Wu105,-,,,88.0,200.7,76.5,38.1,6.8,77.7,33.5,9.9,157.9,27.8,,,,,92.0,4.0,,,2017,JiLin Province,吉林省,Jilin
75_1,PRJNA609577,75_1,-,,,89.0,246.9,110.5,44.8,7.5,88.2,36.9,26.9,159.8,26.2,,,,,90.5,1.5,,,2017,JiLin Province,吉林省,Jilin
Nan21_3,PRJNA609577,Nan21_3,-,,,84.5,218.2,101.3,46.4,9.8,74.8,31.0,11.8,147.8,33.4,,,,,87.0,2.5,,,2017,JiLin Province,吉林省,Jilin
Chang72,PRJNA609577,Chang72,-,,,89.0,198.6,93.3,47.0,9.0,79.5,41.3,20.7,153.4,26.0,,,,,91.0,2.0,,,2017,JiLin Province,吉林省,Jilin
Wenhuang31413,PRJNA609577,Wenhuang31413,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
Hai014,PRJNA609577,Hai014,-,,,75.5,187.5,78.7,41.8,7.5,51.9,31.4,3.6,158.1,26.5,,,,,77.5,2.0,,,2017,JiLin Province,吉林省,Jilin
Ji876,PRJNA609577,Ji876,-,,,84.0,195.2,86.0,44.1,9.3,73.8,29.1,5.3,155.7,27.6,,,,,84.5,0.5,,,2017,JiLin Province,吉林省,Jilin
Hua94,PRJNA609577,Hua94,-,,,72.5,160.3,52.2,32.6,9.8,56.7,30.8,13.7,130.0,49.4,,,,,77.5,5.0,,,2017,JiLin Province,吉林省,Jilin
ND255,PRJNA609577,ND255,-,,,70.0,152.0,46.0,30.3,,,,,,,,,,,70.0,0.0,,,2017,JiLin Province,吉林省,Jilin
334_1,PRJNA609577,334_1,-,,,76.5,174.0,77.2,44.3,9.5,67.5,28.0,13.3,135.3,46.5,,,,,78.5,2.0,,,2017,JiLin Province,吉林省,Jilin
Qi205,PRJNA609577,Qi205,-,,,86.0,196.1,92.2,47.0,10.7,76.3,29.8,9.0,166.2,16.6,,,,,86.0,0.0,,,2017,JiLin Province,吉林省,Jilin
Zheng22,PRJNA609577,Zheng22,-,,,79.5,194.8,64.7,33.2,10.3,64.8,34.3,10.8,163.2,18.7,,,,,80.0,0.5,,,2017,JiLin Province,吉林省,Jilin
Dan340,PRJNA609577,Dan340,-,,,85.5,194.4,71.1,36.6,8.8,73.2,32.3,11.6,160.6,23.8,,,,,87.0,1.5,,,2017,JiLin Province,吉林省,Jilin
E28,PRJNA609577,E28,-,,,85.5,168.6,68.3,40.3,9.0,69.9,27.2,17.4,162.8,19.8,,,,,86.0,0.5,,,2017,JiLin Province,吉林省,Jilin
S37,PRJNA609577,S37,-,,,,181.8,88.0,48.4,7.8,55.3,29.8,16.2,151.5,31.8,,,,,,,,,2017,JiLin Province,吉林省,Jilin
WIL_22,PRJNA609577,WIL_22,-,,,,,,,,,,,163.6,21.9,,,,,,,,,2017,JiLin Province,吉林省,Jilin
WIL_6,PRJNA609577,WIL_6,-,,,80.5,259.3,91.6,35.3,8.2,78.0,36.3,5.7,156.7,24.8,,,,,80.5,0.0,,,2017,JiLin Province,吉林省,Jilin
Lx03_2,PRJNA609577,Lx03_2,-,,,85.0,216.8,88.4,40.8,10.2,76.3,32.0,12.0,167.0,17.4,,,,,86.5,1.5,,,2017,JiLin Province,吉林省,Jilin
811A,PRJNA609577,811A,-,,,84.0,204.9,91.9,44.8,12.4,67.8,29.7,7.6,163.5,21.6,,,,,84.5,0.5,,,2017,JiLin Province,吉林省,Jilin
Luosu3,PRJNA609577,Luosu3,-,,,77.0,178.6,94.2,52.8,6.9,63.1,31.4,12.4,143.7,34.8,,,,,78.0,1.0,,,2017,JiLin Province,吉林省,Jilin
OQ101,PRJNA609577,OQ101,-,,,72.5,175.3,58.3,33.3,,,24.4,21.3,155.2,22.0,,,,,72.5,0.0,,,2017,JiLin Province,吉林省,Jilin
LH195,PRJNA609577,LH195,-,,,83.5,199.0,63.8,32.0,8.9,71.6,34.3,8.0,161.1,20.7,,,,,84.5,1.0,,,2017,JiLin Province,吉林省,Jilin
Zong31,PRJNA609577,Zong31,-,,,85.0,193.9,81.0,41.8,8.7,64.3,31.3,9.2,161.4,23.9,,,,,87.0,2.0,,,2017,JiLin Province,吉林省,Jilin
Wu109,PRJNA609577,Wu109,-,,,85.5,191.7,87.3,45.4,8.8,68.6,32.0,11.0,151.2,31.0,,,,,87.0,1.5,,,2017,JiLin Province,吉林省,Jilin
RS_710,PRJNA609577,RS_710,-,,,70.0,139.4,42.7,30.5,9.2,58.0,21.8,6.5,144.2,41.2,,,,,72.5,2.5,,,2017,JiLin Province,吉林省,Jilin
CS405,PRJNA609577,CS405,-,,,74.0,196.7,71.3,36.2,8.1,63.3,26.3,6.7,146.7,34.5,,,,,75.5,1.5,,,2017,JiLin Province,吉林省,Jilin
K14,PRJNA609577,K14,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
LH214,PRJNA609577,LH214,-,,,86.0,243.4,86.1,35.3,9.5,73.2,33.8,3.6,155.0,23.9,,,,,87.0,1.0,,,2017,JiLin Province,吉林省,Jilin
Weifeng322,PRJNA609577,Weifeng322,-,,,85.5,168.3,79.2,47.1,7.3,57.9,29.2,7.6,117.5,53.0,,,,,87.5,2.0,,,2017,JiLin Province,吉林省,Jilin
PHM81,PRJNA609577,PHM81,-,,,67.0,146.9,40.5,27.5,9.1,60.8,23.7,11.3,152.3,27.5,,,,,71.5,4.5,,,2017,JiLin Province,吉林省,Jilin
LH163,PRJNA609577,LH163,-,,,80.0,221.3,86.1,38.9,7.9,63.8,34.9,7.4,146.7,27.8,,,,,81.5,1.5,,,2017,JiLin Province,吉林省,Jilin
PHW43,PRJNA609577,PHW43,-,,,82.0,201.6,53.1,26.3,9.1,75.0,39.8,5.1,153.1,28.2,,,,,84.5,2.5,,,2017,JiLin Province,吉林省,Jilin
M14,PRJNA609577,M14,-,,,80.0,188.6,76.0,40.3,9.4,65.7,30.1,9.6,142.3,42.5,,,,,84.0,4.0,,,2017,JiLin Province,吉林省,Jilin
WIL_7,PRJNA609577,WIL_7,-,,,83.0,195.0,62.8,32.2,9.0,77.5,32.1,6.3,172.8,15.8,,,,,84.5,1.5,,,2017,JiLin Province,吉林省,Jilin
Baiye4,PRJNA609577,Baiye4,-,,,73.5,160.6,68.9,42.8,9.6,53.8,25.9,13.2,161.8,25.6,,,,,74.5,1.0,,,2017,JiLin Province,吉林省,Jilin
CT52C,PRJNA609577,CT52C,-,,,91.0,227.2,86.2,37.9,10.4,69.0,38.3,11.4,170.7,14.8,,,,,91.0,0.0,,,2017,JiLin Province,吉林省,Jilin
WIL_5,PRJNA609577,WIL_5,-,,,70.0,169.5,25.8,,8.1,54.3,30.0,4.7,,,,,,,74.0,4.0,,,2017,JiLin Province,吉林省,Jilin
PHR58,PRJNA609577,PHR58,-,,,84.5,238.5,88.9,37.3,8.8,67.6,39.2,5.0,156.1,32.4,,,,,85.0,0.5,,,2017,JiLin Province,吉林省,Jilin
B14,PRJNA609577,B14,-,,,78.0,207.5,97.6,47.1,8.8,84.2,27.9,9.4,113.1,65.0,,,,,79.5,1.5,,,2017,JiLin Province,吉林省,Jilin
Longkang1,PRJNA609577,Longkang1,-,,,80.0,204.4,78.5,38.3,10.2,66.0,38.3,13.7,150.7,26.1,,,,,84.0,4.0,,,2017,JiLin Province,吉林省,Jilin
Diangu11A,PRJNA609577,Diangu11A,-,,,75.5,185.9,69.3,37.3,9.0,68.9,40.0,10.5,122.2,54.6,,,,,76.5,1.0,,,2017,JiLin Province,吉林省,Jilin
Dong17,PRJNA609577,Dong17,-,,,74.5,137.9,39.8,28.9,7.9,60.4,25.3,13.6,150.4,34.3,,,,,77.0,2.5,,,2017,JiLin Province,吉林省,Jilin
OH43,PRJNA609577,OH43,-,,,78.0,206.2,78.2,37.9,10.5,71.7,36.5,9.0,148.2,34.8,,,,,79.5,1.5,,,2017,JiLin Province,吉林省,Jilin
Cheng18,PRJNA609577,Cheng18,-,,,80.0,189.5,62.5,33.0,9.0,61.1,36.1,4.2,155.5,25.3,,,,,81.0,1.0,,,2017,JiLin Province,吉林省,Jilin
Ji533,PRJNA609577,Ji533,-,,,86.5,218.3,87.9,40.2,6.9,75.1,32.9,5.8,156.2,24.2,,,,,88.5,2.0,,,2017,JiLin Province,吉林省,Jilin
Dan598,PRJNA609577,Dan598,-,,,84.0,195.1,83.3,42.7,10.3,72.3,32.3,16.0,170.9,19.1,,,,,85.0,1.0,,,2017,JiLin Province,吉林省,Jilin
DH65232,PRJNA609577,DH65232,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
LY16F,PRJNA609577,LY16F,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
Jian1495a,PRJNA609577,Jian1495a,-,,,83.5,214.6,81.5,38.0,8.1,72.8,24.9,4.9,176.6,7.4,,,,,87.0,3.5,,,2017,JiLin Province,吉林省,Jilin
178,PRJNA609577,178,-,,,84.0,204.8,98.6,48.1,9.9,60.1,23.2,7.3,160.4,27.6,,,,,87.5,3.5,,,2017,JiLin Province,吉林省,Jilin
WIL_16,PRJNA609577,WIL_16,-,,,83.5,174.8,60.7,34.7,8.4,54.3,25.8,7.8,162.2,19.1,,,,,83.5,0.0,,,2017,JiLin Province,吉林省,Jilin
PHWG5,PRJNA609577,PHWG5,-,,,86.0,230.2,82.2,35.7,9.4,72.9,32.7,3.7,162.1,25.2,,,,,87.0,1.0,,,2017,JiLin Province,吉林省,Jilin
912,PRJNA609577,912,-,,,73.0,158.5,60.0,37.9,8.8,55.1,29.8,8.1,148.1,33.9,,,,,76.0,3.0,,,2017,JiLin Province,吉林省,Jilin
PHR55,PRJNA609577,PHR55,-,,,85.0,212.9,64.5,30.3,8.3,79.3,37.6,9.4,162.9,23.4,,,,,87.5,2.5,,,2017,JiLin Province,吉林省,Jilin
LH192,PRJNA609577,LH192,-,,,85.0,194.5,60.2,30.9,7.9,77.4,36.3,5.6,159.2,18.1,,,,,85.5,0.5,,,2017,JiLin Province,吉林省,Jilin
S7913,PRJNA609577,S7913,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
Ay420,PRJNA609577,Ay420,-,,,84.5,183.1,74.5,40.7,9.5,67.4,34.9,9.0,171.5,8.2,,,,,85.5,1.0,,,2017,JiLin Province,吉林省,Jilin
WIL_27,PRJNA609577,WIL_27,-,,,81.5,189.7,48.9,25.7,7.3,74.0,32.9,6.7,158.7,24.5,,,,,85.5,4.0,,,2017,JiLin Province,吉林省,Jilin
WIL_26,PRJNA609577,WIL_26,-,,,80.0,183.2,69.8,37.9,8.8,72.2,35.3,6.5,155.8,23.6,,,,,81.0,1.0,,,2017,JiLin Province,吉林省,Jilin
WIL_13,PRJNA609577,WIL_13,-,,,74.0,187.3,71.2,38.0,8.5,70.2,31.0,6.8,150.2,31.9,,,,,75.0,1.0,,,2017,JiLin Province,吉林省,Jilin
WIL_9,PRJNA609577,WIL_9,-,,,75.0,,,,,,31.8,4.6,136.1,45.4,,,,,76.5,1.5,,,2017,JiLin Province,吉林省,Jilin
WIL_10,PRJNA609577,WIL_10,-,,,67.0,,,,,,28.4,4.2,,,,,,,68.0,1.0,,,2017,JiLin Province,吉林省,Jilin
B37,PRJNA609577,B37,-,,,84.5,259.7,125.9,48.5,10.1,71.4,28.5,8.0,157.9,25.1,,,,,86.0,1.5,,,2017,JiLin Province,吉林省,Jilin
Ye502,PRJNA609577,Ye502,-,,,78.0,188.8,75.0,39.8,8.5,63.8,26.9,6.4,167.9,14.9,,,,,78.5,0.5,,,2017,JiLin Province,吉林省,Jilin
WIL_2,PRJNA609577,WIL_2,-,,,83.5,241.3,87.7,36.3,12.0,75.9,30.2,1.5,162.6,20.6,,,,,84.5,1.0,,,2017,JiLin Province,吉林省,Jilin
Shuang741,PRJNA609577,Shuang741,-,,,79.0,164.0,79.3,48.3,8.4,50.0,25.0,23.0,161.3,22.3,,,,,80.0,1.0,,,2017,JiLin Province,吉林省,Jilin
B98,PRJNA609577,B98,-,,,83.5,223.1,88.8,39.8,8.2,63.8,31.4,8.6,129.5,49.3,,,,,84.5,1.0,,,2017,JiLin Province,吉林省,Jilin
M9,PRJNA609577,M9,-,,,83.0,242.7,120.6,49.7,11.1,71.6,32.0,14.1,135.8,46.4,,,,,83.5,0.5,,,2017,JiLin Province,吉林省,Jilin
PHG39,PRJNA609577,PHG39,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
PHT73,PRJNA609577,PHT73,-,,,,264.0,,,,,17.0,3.5,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
6M502A,PRJNA609577,6M502A,-,,,81.5,239.3,100.5,41.9,10.0,68.8,41.5,10.8,150.3,31.1,,,,,83.5,2.0,,,2017,JiLin Province,吉林省,Jilin
PHVA9,PRJNA609577,PHVA9,-,,,77.5,204.3,61.3,29.9,8.8,76.3,37.2,3.7,153.0,30.8,,,,,80.5,3.0,,,2017,JiLin Province,吉林省,Jilin
PHT55,PRJNA609577,PHT55,-,,,86.0,250.0,107.0,42.8,9.1,75.4,33.8,6.4,165.5,20.0,,,,,87.5,1.5,,,2017,JiLin Province,吉林省,Jilin
PHV53,PRJNA609577,PHV53,-,,,91.5,251.4,90.0,35.8,8.0,79.4,,5.5,158.4,26.3,,,,,92.0,0.5,,,2017,JiLin Province,吉林省,Jilin
PHPR5,PRJNA609577,PHPR5,-,,,81.5,215.3,75.8,35.2,9.3,77.0,35.8,7.4,157.2,26.0,,,,,82.0,0.5,,,2017,JiLin Province,吉林省,Jilin
PHP85,PRJNA609577,PHP85,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省,Jilin
OS602,PRJNA609577,OS602,-,,,76.0,209.0,80.8,38.7,8.0,84.7,29.8,6.3,141.1,41.6,,,,,76.0,0.0,,,2017,JiLin Province,吉林省,Jilin
OQ403,PRJNA609577,OQ403,-,,,74.5,185.4,59.0,31.8,6.9,61.2,31.6,7.2,127.7,50.6,,,,,75.0,0.5,,,2017,JiLin Province,吉林省,Jilin
Tian4,PRJNA609577,Tian4,-,,,81.5,206.4,104.1,50.5,10.2,66.8,30.3,14.3,159.9,18.9,,,,,84.0,2.5,,,2017,JiLin Province,吉林省,Jilin
LH190,PRJNA609577,LH190,-,,,87.0,219.8,81.4,36.8,7.5,69.3,31.6,8.4,150.0,34.3,,,,,89.0,2.0,,,2017,JiLin Province,吉林省,Jilin
27_263,PRJNA609577,27_263,-,,,82.5,222.8,104.6,46.9,10.1,63.1,36.8,9.6,163.5,18.4,,,,,87.0,4.5,,,2017,JiLin Province,吉林省,Jilin
LH160,PRJNA609577,LH160,-,,,71.0,199.8,79.2,39.5,8.2,63.0,39.3,7.9,,,,,,,72.0,1.0,,,2017,JiLin Province,吉林省,Jilin
PHN82,PRJNA609577,PHN82,-,,,81.0,173.2,69.8,40.3,8.3,69.6,26.4,5.6,150.6,35.2,,,,,84.0,3.0,,,2017,JiLin Province,吉林省,Jilin
E8501,PRJNA609577,E8501,-,,,84.5,238.2,100.2,42.1,8.5,65.7,40.5,7.5,150.7,32.1,,,,,94.5,,,,2017,JiLin Province,吉林省,Jilin
Dong46,PRJNA609577,Dong46,-,4.8,,56.0,173.1,88.8,51.2,9.4,63.9,23.1,12.4,146.1,37.5,,,,,57.0,1.0,,,2017,HeBei Province,河北省,Hebei
K10,PRJNA609577,K10,-,5.8,,54.0,211.4,60.3,28.5,9.3,74.4,32.7,12.3,152.7,32.8,,,,,57.0,3.0,,,2017,HeBei Province,河北省,Hebei
3IBZ2,PRJNA609577,3IBZ2,-,4.9,,49.5,183.2,52.6,28.7,7.9,67.6,30.9,8.4,137.7,49.5,,,,,49.5,0.0,,,2017,HeBei Province,河北省,Hebei
Lx9801,PRJNA609577,Lx9801,-,5.1,,67.5,272.1,132.7,48.8,8.3,67.8,39.3,8.5,172.3,15.4,,,,,67.0,-0.5,,,2017,HeBei Province,河北省,Hebei
444,PRJNA609577,444,-,5.5,,64.5,196.5,93.2,47.4,8.0,61.1,32.0,11.8,143.6,38.3,,,,,65.5,1.0,,,2017,HeBei Province,河北省,Hebei
Jing7,PRJNA609577,Jing7,-,5.0,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
Ji853,PRJNA609577,Ji853,-,4.8,,61.5,225.3,89.3,39.6,8.0,77.8,33.8,7.3,146.2,36.8,,,,,63.0,1.5,,,2017,HeBei Province,河北省,Hebei
Tangsipingtou,PRJNA609577,Tangsipingtou,-,4.8,,67.5,211.3,113.6,53.7,7.6,52.1,27.1,12.8,149.4,30.3,,,,,68.5,1.0,,,2017,HeBei Province,河北省,Hebei
196,PRJNA609577,196,-,5.8,,67.5,218.8,100.1,45.7,7.5,69.6,31.8,6.1,169.5,12.9,,,,,66.5,-1.0,,,2017,HeBei Province,河北省,Hebei
NS501,PRJNA609577,NS501,-,5.3,,56.0,157.9,62.7,39.7,5.8,57.3,26.4,7.8,104.4,73.6,,,,,56.5,0.5,,,2017,HeBei Province,河北省,Hebei
Ji846,PRJNA609577,Ji846,-,6.3,,77.5,242.0,106.2,43.9,9.8,67.6,39.9,12.3,157.3,17.5,,,,,80.5,3.0,,,2017,HeBei Province,河北省,Hebei
P138,PRJNA609577,P138,-,5.6,,67.5,208.6,108.7,52.1,9.0,69.3,30.5,7.6,155.3,30.8,,,,,67.5,0.0,,,2017,HeBei Province,河北省,Hebei
Shen137,PRJNA609577,Shen137,-,5.3,,70.0,234.4,113.8,48.5,9.0,81.6,35.5,19.4,160.7,23.8,,,,,70.0,0.0,,,2017,HeBei Province,河北省,Hebei
Qi319,PRJNA609577,Qi319,-,5.4,,67.0,253.0,103.4,40.9,7.6,92.1,41.4,13.7,164.9,17.6,,,,,69.0,2.0,,,2017,HeBei Province,河北省,Hebei
698_3,PRJNA609577,698_3,-,5.8,,72.0,246.6,115.8,47.0,9.1,81.5,36.4,7.2,160.9,22.3,,,,,70.0,-2.0,,,2017,HeBei Province,河北省,Hebei
Longkang11,PRJNA609577,Longkang11,-,6.1,,65.0,213.3,84.8,39.8,7.8,74.5,37.8,12.5,150.3,33.3,,,,,63.5,-1.5,,,2017,HeBei Province,河北省,Hebei
Huobai,PRJNA609577,Huobai,-,5.7,,68.5,206.1,105.6,51.3,6.9,67.8,28.6,12.1,151.7,31.5,,,,,67.5,-1.0,,,2017,HeBei Province,河北省,Hebei
9058,PRJNA609577,9058,-,6.5,,63.5,220.7,72.4,32.8,10.6,75.6,31.1,14.4,171.0,9.4,,,,,63.0,-0.5,,,2017,HeBei Province,河北省,Hebei
FBLA,PRJNA609577,FBLA,-,6.3,,58.5,216.3,69.5,32.1,7.5,73.2,29.4,7.3,149.3,32.8,,,,,59.0,0.5,,,2017,HeBei Province,河北省,Hebei
Huotanghuang17,PRJNA609577,Huotanghuang17,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
7884_7Ht,PRJNA609577,7884_7Ht,-,5.8,,71.0,238.9,117.0,49.1,10.3,83.9,33.8,6.3,161.3,23.1,,,,,69.5,-1.5,,,2017,HeBei Province,河北省,Hebei
81162,PRJNA609577,81162,-,5.9,,75.0,127.3,56.3,44.2,9.1,66.6,18.5,5.9,165.7,20.7,,,,,75.0,0.0,,,2017,HeBei Province,河北省,Hebei
